ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,DISTRICT_CATEGORY
C710E8B62F,서울 성동구 마장로31길 40.,청운**,,서울 성동구,축산물,마장동,20150126,,마장동
3C9CFC0B9F,서울 성동구 마장로31길 44.,삼보**,,서울 성동구,축산물,마장동,20151222,,마장동
66E5115662,서울 성동구 마장로31길 48.,순창**,,서울 성동구,축산물,마장동,20071018,,마장동
08108678CB,서울 성동구 마장로35길 66.,대한**,,서울 성동구,축산물,마장동,20140903,,마장동
25100A92DC,서울 성동구 마장로35길 68.,마장******,,서울 성동구,한식-육류/고기,마장동,20110901,,마장동
2358FEB402,서울 성동구 마장로35길 70.,몽실**,,서울 성동구,축산물,마장동,20131030,20250805.0,마장동
30A5227B23,서울 성동구 마장로35나길 3,한국**,,서울 성동구,축산물,마장동,20071206,,마장동
261CA88AD3,서울 성동구 마장로35나길 4,현대**,,서울 성동구,축산물,마장동,20130315,,마장동
A0C37B29DA,서울 성동구 마장로35다길 9,삼형***,,서울 성동구,축산물,마장동,20071020,,마장동
E999F941CF,서울 성동구 마장로35다길 9,대용*****,,서울 성동구,축산물,마장동,20090316,,마장동
EF32AB6F09,서울 성동구 마장로35다길 9,대성**,,서울 성동구,축산물,마장동,20110907,,마장동
40B3115ED5,서울 성동구 마장로35다길 9,영양**,,서울 성동구,축산물,마장동,20140428,,마장동
A849839BC8,서울 성동구 마장로35다길 9,누리**,,서울 성동구,축산물,마장동,20150703,,마장동
3185CC12C8,서울 성동구 마장로37길 40.,영남****,,서울 성동구,축산물,,20100913,,마장동
3B10BE8CBB,서울 성동구 마장로37길 43.,창민**,,서울 성동구,축산물,마장동,20150108,20250717.0,마장동
3E36C045C0,서울 성동구 마장로37길 53.,한일***,,서울 성동구,축산물,마장동,20180823,,마장동
B0292898CE,서울 성동구 마장로37길 53.,마장****,,서울 성동구,한식-육류/고기,마장동,20140407,,마장동
844FB79595,서울 성동구 마장로37길 59.,한우**,,서울 성동구,축산물,마장동,20160504,,마장동
1958977F7D,서울 성동구 마장로37길 59.,한우************,,서울 성동구,한식-육류/고기,마장동,20160429,,마장동
FF0B7211A6,서울 성동구 마장로39길 14.,동일**,,서울 성동구,축산물,,20161205,,마장동
50431C729D,서울 성동구 마장로39길 24.,청량*****,,서울 성동구,한식-해물/생선,,20160608,,마장동
6466B7724E,서울 성동구 마장로40길 10.,추억*******,,서울 성동구,한식-국수/만두,,20140219,,마장동
B7E66CE21B,서울 성동구 마장로42길 14.,달무**,,서울 성동구,반찬,,20120914,,마장동
6D331F1EE9,서울 성동구 마조로11길 17.,카페***************,카페9,서울 성동구,카페,한양대,20110921,,한양대
291BA8B14B,서울 성동구 마조로18길 21.,청진****,한식-국밥/설렁탕12,서울 성동구,한식-국밥/설렁탕,,20081224,,마장동
F1F48E332E,서울 성동구 마조로1가길 20,한양****,,서울 성동구,꼬치구이,한양대,20100311,,한양대
30A3576891,서울 성동구 마조로1가길 3.,요거********,아이스크림/빙수5,서울 성동구,아이스크림/빙수,한양대,20140821,,한양대
D491F00E17,서울 성동구 마조로1길 26-5,복돼****,,서울 성동구,한식-육류/고기,한양대,20050504,,한양대
F961D19759,서울 성동구 마조로3가길 21,이수***,,서울 성동구,한식-육류/고기,한양대,20080318,,한양대
051EE5224E,서울 성동구 마조로3가길 27,천*,,서울 성동구,호프/맥주,한양대,20021220,,한양대
78443A3289,서울 성동구 마조로3가길 30,동래********,,서울 성동구,한식-단품요리일반,한양대,20150420,,한양대
17B71ACAEE,서울 성동구 마조로7길 7-1.,춘천*****,한식-육류/고기26,서울 성동구,한식-육류/고기,한양대,20160617,,한양대
359DA6198A,서울 성동구 마조로7길 9-1.,쭈식***,,서울 성동구,한식-육류/고기,한양대,20140822,,한양대
2DF77932A4,서울 성동구 무학로10길 33.,소*,,서울 성동구,분식,왕십리,20160108,,왕십리
ED3A70B3FF,서울 성동구 무학로14길 57.,마블**,,서울 성동구,축산물,마장동,20140324,,왕십리
779A336040,서울 성동구 무학로2길 23-1,아라**,,서울 성동구,일식-참치회,왕십리,20100524,,왕십리
BC73C4C3E0,서울 성동구 무학봉15가길 1,전주**,,서울 성동구,백반/가정식,왕십리,20021104,,왕십리
8E3ACDFC79,서울 성동구 무학봉15길 26.,산고****,,서울 성동구,한식-국수/만두,왕십리,20150511,,왕십리
BEFC627F89,서울 성동구 무학봉16길 21.,오시*,,서울 성동구,한식-단품요리일반,왕십리,20141204,,왕십리
BFA2953286,서울 성동구 무학봉25길 20.,여러**********,,서울 성동구,일식-덮밥/돈가스,왕십리,20240228,,왕십리
AD5F5FFA6F,서울 성동구 무학봉26길 10.,봉구********,호프/맥주2,서울 성동구,호프/맥주,왕십리,20150624,,왕십리
FC4868D4E3,서울 성동구 무학봉26길 9-1,칼국*,,서울 성동구,한식-국수/만두,왕십리,19960610,,왕십리
7E7BE1BF67,서울 성동구 무학봉28길 12.,수현**,,서울 성동구,일식당,왕십리,20121029,,왕십리
BD730ED969,서울 성동구 무학봉28길 19.,씨씨****,,서울 성동구,카페,왕십리,20141126,,왕십리
4E44FC37D5,서울 성동구 무학봉28길 21.,최영*******,,서울 성동구,한식-육류/고기,왕십리,20160129,,왕십리
462A0062E2,서울 성동구 무학봉길 64-4.,일*,,서울 성동구,중식당,,20130926,,왕십리
CA5307D30A,서울 성동구 무학봉길 93-1.,포레**,,서울 성동구,카페,왕십리,20150730,,왕십리
46EE1185BE,서울 성동구 사근동10길 2-1,삼거***,,서울 성동구,백반/가정식,한양대,20121227,,한양대
942B127362,서울 성동구 상원10길 13-1.,집*,,서울 성동구,백반/가정식,뚝섬,20060914,,뚝섬
9E719E496C,서울 성동구 서울숲2길 8-8.,라프*,,서울 성동구,카페,,20210317,,성수
A153724F2C,서울 성동구 서울숲6길 20 .,사운****,,서울 성동구,일반 유흥주점,뚝섬,20190423,,뚝섬
3E65F94B3C,서울 성동구 성덕정11길 22.,한남***********,,서울 성동구,요리주점,성수,20140814,,성수
A7D92FCCC6,서울 성동구 성덕정15길 12.,꾸이******,,서울 성동구,한식-단품요리일반,성수,20210625,,성수
5F8D82CC87,서울 성동구 성덕정15길 6-5,미정****,,서울 성동구,한식-해물/생선,성수,20080204,,성수
01F74A3D59,서울 성동구 성덕정17길 8-1,영계*******,,서울 성동구,치킨,성수,20161201,,성수
151654BA1D,서울 성동구 성덕정17길 8-1,조개*,,서울 성동구,한식-해물/생선,성수,20131226,,성수
A6EA097570,서울 성동구 성덕정19길 17.,아이**,,서울 성동구,요리주점,,20090903,,성수
5B86E12858,서울 성동구 성덕정길 135-1,미경**,,서울 성동구,백반/가정식,,20110228,,송정동
56BE624635,서울 성동구 성덕정길 47-1.,찬찬*,,서울 성동구,한식-단품요리일반,성수,20150424,,송정동
88E4663BB3,서울 성동구 성덕정길 48-1.,달라***,,서울 성동구,한식-단품요리일반,성수,20130703,,송정동
51546F4B94,서울 성동구 성수이로 32-5.,연탄***,,서울 성동구,한식-육류/고기,성수,20130906,,성수
81E3DAF03B,서울 성동구 성수이로 32-7.,크래*****,,서울 성동구,한식-단품요리일반,성수,20160805,20250811.0,성수
52FFF088FE,서울 성동구 성수이로3길 19,어랑**,,서울 성동구,한식-해물/생선,성수,20050329,,성수
9D343EC3C4,서울 성동구 성수이로3길 21,태상**,,서울 성동구,식품 제조,성수,20080314,,성수
81A9553F88,서울 성동구 성수이로5길 1.,굴*,,서울 성동구,카페,성수,20190227,,성수
F18AEC23C8,서울 성동구 성수이로7길 1.,성수**,,서울 성동구,일식-초밥/롤,성수,20150825,,성수
134895DA5B,서울 성동구 성수일로 11-2.,키베***,,서울 성동구,베이커리,성수,20180319,,성수
BAE4DBE504,서울 성동구 성수일로 59-1.,성수******,,서울 성동구,한식-육류/고기,뚝섬,20100303,,성수
FCBC6ED9BA,서울 성동구 성수일로3길 2.,마이*********,,서울 성동구,샌드위치/토스트,성수,20220426,,성수
5C6A6CA90A,서울 성동구 성수일로4길 2.,유월*,,서울 성동구,한식-육류/고기,성수,20240626,,성수
EB1FBD0949,서울 성동구 성수일로8길 5.,용이*,,서울 성동구,분식,성수,20150217,,성수
456FAA8479,서울 성동구 성수일로8길 5.,화*,,서울 성동구,한식-육류/고기,성수,20160503,,성수
84840BD483,서울 성동구 성수일로8길 5.,두찜******,한식-육류/고기7,서울 성동구,한식-육류/고기,성수,20231121,,성수
3CD5747A9B,서울 성동구 성수일로8길 5.,데일****,,서울 성동구,샌드위치/토스트,성수,20220620,,성수
7634BB5C6E,서울 성동구 아차산로 100 .,제일***,,서울 성동구,한식-단품요리일반,성수,20241011,,건대입구
A88840BB81,서울 성동구 아차산로13길 6,서산**,,서울 성동구,한식뷔페,,19990622,,건대입구
3751A3FD2E,서울 성동구 아차산로7길 19,태양*,,서울 성동구,중식당,성수,20000131,,성수
ADF92BAABD,서울 성동구 아차산로7길 4.,권식**,,서울 성동구,한식-육류/고기,성수,20151030,,성수
6624D7D635,서울 성동구 아차산로7길 41,아름**,,서울 성동구,식료품,성수,20070921,,성수
B3CE00A387,서울 성동구 아차산로7길 8.,몽땅***,한식-육류/고기17,서울 성동구,한식-육류/고기,성수,20130612,,성수
FDD6335CBC,서울 성동구 연무장15길 11.,카페***,,서울 성동구,카페,,20191011,,성수
566804A508,서울 성동구 연무장15길 11.,정든**,,서울 성동구,백반/가정식,화양시장,20220214,,성수
DE2C6A8F93,서울 성동구 연무장3길 5-1.,찌마**,,서울 성동구,이자카야,성수,20190220,,성수
B897002DD3,서울 성동구 연무장5가길 7.,나이*******,,서울 성동구,햄버거,성수,20211006,,성수
31F3C37515,서울 성동구 연무장5가길 7.,송여*****,,서울 성동구,한식-찌개/전골,성수,20180824,,성수
0FDB111E34,서울 성동구 연무장5가길 7.,빅쭌****,,서울 성동구,한식-단품요리일반,성수,20231123,,성수
96BE5D7758,서울 성동구 연무장7가길 5.,메종****,,서울 성동구,한식-육류/고기,성수,20140916,,성수
1F9B203919,서울 성동구 연무장길 39-25,루*,,서울 성동구,양식,성수,20141226,,성수
F3F835C942,서울 성동구 왕십리로 134 .,청죽***,,서울 성동구,백반/가정식,뚝섬,20000512,,뚝섬
C59F032CAC,서울 성동구 왕십리로 223-1,밸런***,샌드위치/토스트1,서울 성동구,샌드위치/토스트,한양대,20090421,,한양대
ED968D5FD1,서울 성동구 왕십리로 275-1,할리********,커피전문점15,서울 성동구,커피전문점,,20151125,,왕십리
BB82FCB163,서울 성동구 왕십리로 291-2,볼카***,,서울 성동구,호프/맥주,왕십리,20051202,,왕십리
7D998A4E45,서울 성동구 왕십리로 291-2,가요**,,서울 성동구,일반 유흥주점,왕십리,20090806,,왕십리
3DB47F6D25,서울 성동구 왕십리로 296-1,학다*,,서울 성동구,카페,왕십리,20110729,,왕십리
51469424CB,서울 성동구 왕십리로 357 .,공차**********,차1,서울 성동구,차,,20200729,,왕십리
17B4A44FAF,서울 성동구 왕십리로 375-1,개미**,,서울 성동구,백반/가정식,,20151119,,왕십리
E411010CB1,서울 성동구 왕십리로 410 .,진이*******,반찬2,서울 성동구,반찬,,20230329,,왕십리
49E147A359,서울 성동구 왕십리로 410 .,부자**,,서울 성동구,떡/한과 제조,,20170110,,왕십리
81F1EA7323,서울 성동구 왕십리로 80-1.,성수***,한식-국밥/설렁탕6,서울 성동구,한식-국밥/설렁탕,뚝섬,20141017,,뚝섬
292FD26A79,서울 성동구 왕십리로21길 6,김밥**,분식3,서울 성동구,분식,왕십리,20070711,,왕십리
00A2CF886A,서울 성동구 왕십리로22길 6,별*,,서울 성동구,일반 유흥주점,왕십리,20160229,,왕십리
3AE0B97C20,서울 성동구 왕십리로24길 5,소*,,서울 성동구,한식-육류/고기,왕십리,20081013,,왕십리
305E16DCD0,서울 성동구 왕십리로28길 5,양자*,,서울 성동구,중식당,왕십리,20081014,,왕십리
EED0404EC2,서울 성동구 왕십리로30길 8,자연*****,,서울 성동구,농산물,,20160504,,왕십리
4996910EA9,서울 성동구 왕십리로5길 19,송범**,,서울 성동구,백반/가정식,뚝섬,20051123,,뚝섬
9608F27C4D,서울 성동구 왕십리로6길 2.,일월***,,서울 성동구,한식-단품요리일반,뚝섬,20210609,,뚝섬
0080644746,서울 성동구 왕십리로8길 4.,샵아**,요리주점1,서울 성동구,요리주점,뚝섬,20150515,,뚝섬
57D0C5916A,서울 성동구 왕십리로8길 5.,미테**,,서울 성동구,양식,뚝섬,20160909,,뚝섬
C22B08730F,서울 성동구 왕십리로8길 5.,서울****,,서울 성동구,호프/맥주,뚝섬,20230113,,뚝섬
1C4665B740,서울 성동구 왕십리로8길 7.,더블**********,,서울 성동구,한식-육류/고기,뚝섬,20160922,,뚝섬
1A185BC72B,서울 성동구 용답19가길 23.,집밥***,,서울 성동구,한식-해물/생선,답십리,20191119,,답십리
B30333D048,서울 성동구 용답19길 10-2.,할루***,,서울 성동구,치킨,,20101018,,용답
DE85469897,서울 성동구 용답29길 15-1.,쪽선*,,서울 성동구,한식-육류/고기,답십리,20160218,,답십리
4BB1D5083E,서울 성동구 용답중앙15길 2,사거***,,서울 성동구,청과물,답십리,20070626,,용답
1B554AAC24,서울 성동구 용답중앙길 55.,서박*****,,서울 성동구,한식-냉면,답십리,20151201,,답십리
1CB111F32B,서울 성동구 용답중앙길 69.,서울**,,서울 성동구,농산물,답십리,20160801,,답십리
3466CE84BF,서울 성동구 용답중앙길 92.,찜사***,,서울 성동구,한식-해물/생선,답십리,20150102,,답십리
06EB542919,서울 성동구 한림말1길 15-2,민들***,,서울 성동구,떡/한과 제조,옥수,20100312,,옥수
884843D6AE,서울 성동구 행당로17길 22.,찬란********,,서울 성동구,한식-해물/생선,왕십리,20211130,,행당
FB709A768C,서울 성동구 행당로17길 26.,남매***,,서울 성동구,꼬치구이,왕십리,20160111,,행당
8D93FA8AF3,서울 성동구 행당로6길 97 .,파리********,베이커리10,서울 성동구,베이커리,행당,20160922,,행당
B5D809A744,서울특별시 성동구 마조로 9,남도***,,서울 성동구,한식-국밥/설렁탕,한양대,20190415,,한양대
E2718B6445,서울특별시 성동구 장터길 9,로이*,,서울 성동구,양식,,20171011,,금남시장
FA8BCD6DDD,서울특별시 성동구 행당로 2,트리***********,,서울 성동구,커피전문점,신금호,20230208,,행당
F0CE500A65,서울특별시 성동구 행당로 6,알고*****,,서울 성동구,양식,신금호,20241213,,행당
2EDD8317FA,서울특별시 성동구 행당로 6,우림*****,,서울 성동구,한식-육류/고기,신금호,20190911,,행당
EDFFBFE90B,서울  성동구  고산자로  284,맘마*,도시락1,서울 성동구,도시락,왕십리,20120713,,왕십리
53987F6D47,서울  성동구  고산자로  290,마장****,,서울 성동구,한식-육류/고기,왕십리,19990927,,왕십리
8F5D58EB68,서울  성동구  고산자로  300,레이*************,,서울 성동구,한식-단품요리일반,왕십리,20120306,,왕십리
DF916D9BA2,서울  성동구  금호로13길  3,이모*,,서울 성동구,백반/가정식,신금호,20120517,,신금호
5A4B697AE7,서울  성동구  금호산2길  19,바다******,한식-해물/생선3,서울 성동구,한식-해물/생선,금남시장,20120727,,금남시장
DE5727B21A,서울  성동구  무수막14길  7,커피*,,서울 성동구,식료품,신금호,20120614,,신금호
64DD526761,서울  성동구  무학로2길  44,꼬치*****,,서울 성동구,이자카야,왕십리,20120905,,왕십리
1A011579F7,서울  성동구  성수이로  113,뚜레********,베이커리2,서울 성동구,베이커리,성수,20120530,,성수
C41A3932CE,서울  성동구  아차산로  144,우영***,,서울 성동구,백반/가정식,,20120905,,건대입구
72DBCB6C77,서울  성동구  행당로17길  5,행당***,,서울 성동구,한식-국밥/설렁탕,왕십리,20111206,,행당
AB9E1046C2,서울  성동구  행당로3길  18,우리**,,서울 성동구,청과물,,20120424,,행당
B384999F4C,서울 성동구 고산자로22길 11,양자*,,서울 성동구,중식당,마장동,20010721,,왕십리
0DBD011FE1,서울 성동구 고산자로24길 11,광덕**,,서울 성동구,축산물,마장동,20020723,,왕십리
2E56C71323,서울 성동구 고산자로24길 11,동호**,,서울 성동구,축산물,마장동,20110110,,왕십리
CD17D7F552,서울 성동구 고산자로24길 11,천안****,,서울 성동구,축산물,마장동,20240503,,왕십리
577F82A787,서울 성동구 고산자로24길 16,명가******,,서울 성동구,축산물,마장동,20130724,,왕십리
5E6FE68BF5,서울 성동구 고산자로24길 16,초경**,,서울 성동구,축산물,마장동,20160411,,왕십리
310D618597,서울 성동구 고산자로24길 17,형우**,,서울 성동구,축산물,마장동,20110406,,왕십리
ED68BA86A3,서울 성동구 고산자로24길 6.,우리*****,,서울 성동구,축산물,마장동,20080402,,왕십리
C168E9F433,서울 성동구 고산자로24길 6.,장푸*,,서울 성동구,축산물,마장동,20110406,,왕십리
7AE92B81E6,서울 성동구 고산자로24길 6.,정선****,,서울 성동구,축산물,마장동,20131113,,왕십리
D04449492B,서울 성동구 고산자로24길 6.,고기**,,서울 성동구,축산물,마장동,20141016,,왕십리
9CD4728087,서울 성동구 고산자로26길 5.,여우*,,서울 성동구,한식-육류/고기,마장동,20130520,,왕십리
758D61445D,서울 성동구 고산자로2길 6-6,야미*,,서울 성동구,한식-단품요리일반,,20070713,,왕십리
9FF9872DBD,서울 성동구 고산자로2길 65.,어거****,,서울 성동구,치킨,,20240405,,왕십리
4E390D279A,서울 성동구 고산자로6길 24.,드소*************,,서울 성동구,베이커리,,20160721,,왕십리
F852908BF6,서울 성동구 고산자로6길 33.,탐라******,,서울 성동구,한식-육류/고기,왕십리,20160622,,왕십리
816828B7F6,서울 성동구 고산자로6길 40.,신촌***,한식-국밥/설렁탕4,서울 성동구,한식-국밥/설렁탕,,20050124,,왕십리
28CF1EBDA2,서울 성동구 고산자로6길 40.,병천**,한식-국밥/설렁탕3,서울 성동구,한식-국밥/설렁탕,,20100211,,왕십리
0773FAF52A,서울 성동구 고산자로6길 40.,전주******,한식-국밥/설렁탕11,서울 성동구,한식-국밥/설렁탕,,20150105,,왕십리
0AD65F48B1,서울 성동구 고산자로8길 22.,띵스**,,서울 성동구,햄버거,,20241007,,왕십리
D63B351295,서울 성동구 고산자로8길 26.,동해*,,서울 성동구,중식당,,20170327,20250813.0,왕십리
5F641D5F4A,서울 성동구 광나루로 320-1.,두루******,,서울 성동구,한식-해물/생선,,20140904,,뚝섬
2D2C0E00E6,서울 성동구 광나루로 320-1.,24**************,한식-국밥/설렁탕1,서울 성동구,한식-국밥/설렁탕,,20180220,,뚝섬
FBE5899725,서울 성동구 광나루로11길 19,피자**,,서울 성동구,피자,,20080123,,뚝섬
46D50AE96B,서울 성동구 광나루로11길 39,선희***,,서울 성동구,백반/가정식,,20100528,,뚝섬
50BD14C2F8,서울 성동구 광나루로6길 35.,밀향*,,서울 성동구,백반/가정식,,20110308,,성수
F9F193955A,서울 성동구 광나루로6길 35.,포미*,,서울 성동구,동남아/인도음식,,20170120,,성수
D59EAA6064,서울 성동구 광나루로6길 35.,라성**,,서울 성동구,일식-덮밥/돈가스,,20140102,,성수
F7D24B9BB0,서울 성동구 광나루로6길 49.,부*,,서울 성동구,백반/가정식,,20150415,,성수
139B280BA1,서울 성동구 광나루로8길 11.,꽃잎*,,서울 성동구,백반/가정식,,20200302,,뚝섬
2F2BBD5117,서울 성동구 광나루로8길 12.,아재********,,서울 성동구,커피전문점,,20191227,,뚝섬
B7E1268177,서울 성동구 금호로13길 1-1.,신금***,,서울 성동구,떡/한과 제조,신금호,20100810,,신금호
160DDA26E5,서울 성동구 금호로3길 18-44,금옥*,,서울 성동구,백반/가정식,금남시장,20101007,,신금호
6823A37A44,서울 성동구 금호로3길 18-44,가보*,,서울 성동구,한식-단품요리일반,금남시장,20060720,,신금호
C605E52DD9,서울 성동구 금호산10길 4-9.,금호**,,서울 성동구,식료품,금남시장,20140519,,금남시장
79ECEB213D,서울 성동구 금호산2길 17-1.,왕코***,백반/가정식16,서울 성동구,백반/가정식,금남시장,20160624,,금남시장
4E94D459E2,서울 성동구 금호산2길 20-1.,원조***,,서울 성동구,한식-국수/만두,금남시장,20080507,,금남시장
D1BD109F16,서울 성동구 금호산2길 22-1.,맛있***,,서울 성동구,요리주점,금남시장,20141202,,금남시장
CC9BA90614,서울 성동구 금호산2길 22-6.,수랏*,,서울 성동구,식료품,금남시장,20161109,,금남시장
90224EC511,서울 성동구 금호산2길 26-1.,뽀빠***,,서울 성동구,치킨,금남시장,20131113,,금남시장
9710E13DA5,서울 성동구 금호산2길 29-5.,열정**,,서울 성동구,한식-단품요리일반,금남시장,20220228,,금남시장
A6BE3DEBC5,서울 성동구 독서당로 285-1.,어가***,,서울 성동구,일식당,금남시장,20040329,,옥수
4BF0C08F5F,서울 성동구 독서당로 290-1.,지니*****,,서울 성동구,카페,금남시장,20150513,,옥수
644FD8375A,서울 성동구 독서당로 295-7.,골목**,,서울 성동구,한식-냉면,금남시장,20121128,,옥수
01B82F195A,서울 성동구 독서당로 296-1.,스몰**,,서울 성동구,호프/맥주,금남시장,20140516,,옥수
A1EFA7F3A4,서울 성동구 독서당로 297-1.,신세***,,서울 성동구,반찬,금남시장,20140613,,옥수
E0A583DB58,서울 성동구 독서당로 297-3.,카페***,,서울 성동구,카페,금남시장,20220405,,옥수
7AFB53D14D,서울 성동구 독서당로 298-8.,금호***,,서울 성동구,한식-해물/생선,금남시장,20071213,,옥수
A1FFD25FC7,서울 성동구 독서당로 301-5.,이가***,,서울 성동구,한식-육류/고기,금남시장,20020513,,옥수
C81BDB335C,서울 성동구 독서당로 301-93,고향**,,서울 성동구,한식-냉면,금남시장,20010521,,옥수
78A451E785,서울 성동구 독서당로 303-16,도담***,,서울 성동구,한식-육류/고기,금남시장,20070426,,옥수
438D6C2A0C,서울 성동구 독서당로 303-17,미우*,,서울 성동구,한식-단품요리일반,금남시장,20110331,,옥수
65E5572C9F,서울 성동구 독서당로 303-3.,장군*******,,서울 성동구,한식-해물/생선,금남시장,20161129,,옥수
ED9B54E9A4,서울 성동구 독서당로 303-4.,금호***,,서울 성동구,건강원,금남시장,20211102,,옥수
8D2F0E9170,서울 성동구 독서당로 303-9.,희동**,,서울 성동구,한식-단품요리일반,금남시장,20150615,,옥수
249C65ED4B,서울 성동구 독서당로 315-4.,느*,,서울 성동구,호프/맥주,금남시장,20191105,,옥수
6E8A1269CE,서울 성동구 독서당로 325-1.,정드****,,서울 성동구,반찬,금남시장,20110421,,옥수
713EF07634,서울 성동구 독서당로60길 5.,처갓*****,치킨30,서울 성동구,치킨,,20050510,,옥수
56637B5CFF,서울 성동구 독서당로62길 4.,응봉*******,,서울 성동구,한식-육류/고기,,20160201,,행당
A05282EFE7,서울 성동구 동호로5길 131 .,서울********,,서울 성동구,식료품,,20160912,,금남시장
70F032FFD5,서울 성동구 뚝섬로3길 11-5.,로드*************,,서울 성동구,커피전문점,방배역,20221027,,성수
5B4D253AB9,서울 성동구 뚝섬로9길 13-1.,모먼********,,서울 성동구,양식,미아사거리,20240205,,성수
ACC89DAC44,서울 성동구 마장로31가길 5.,대호**,,서울 성동구,축산물,마장동,20140317,,마장동
2A46B78747,서울 성동구 마장로31가길 5.,대호**,,서울 성동구,축산물,마장동,20140507,,마장동
7ACE2E4135,서울 성동구 마장로31길 11-1,우리**,,서울 성동구,축산물,,20090515,,마장동
5E86C12B37,서울 성동구 마장로31나길 14,제일**,,서울 성동구,축산물,마장동,20021105,,마장동
F830EFEDC5,서울 성동구 마장로31나길 7.,은성***,,서울 성동구,축산물,마장동,20090123,,마장동
B6D9ACF9C9,서울 성동구 마장로35길 42-3,호수****,,서울 성동구,축산물,마장동,20141014,,마장동
C8748625BA,서울 성동구 마장로35나길 40,궁마*,,서울 성동구,한식-육류/고기,,20000411,,마장동
C83DB3B632,서울 성동구 마장로35나길 9.,화랑**,,서울 성동구,축산물,마장동,20080403,,마장동
281D5B3CBD,서울 성동구 마장로35다길 10,부흥***,,서울 성동구,축산물,마장동,20121025,,마장동
07D4C06897,서울 성동구 마장로35다길 12,하*,,서울 성동구,축산물,마장동,20121214,,마장동
20B5CCDB99,서울 성동구 마장로35다길 18,동철**,,서울 성동구,축산물,마장동,20160929,,마장동
825CCFE2CE,서울 성동구 마장로35다길 7.,팔팔******,,서울 성동구,축산물,마장동,20121005,,마장동
FA56138C48,서울 성동구 마장로35다길 8.,두두**,,서울 성동구,축산물,마장동,20161028,,마장동
84C2CF5A0F,서울 성동구 마장로37길 37-1,진덕**,,서울 성동구,축산물,마장동,20110407,,마장동
4F2296203F,서울 성동구 마장로37길 51-1,현대**,,서울 성동구,축산물,마장동,20200703,,마장동
AFFE78AA17,서울 성동구 마장로37길 53-9,사랑**,,서울 성동구,축산물,마장동,20161006,,마장동
0866C50DAD,서울 성동구 마장로39가길 23,장수**,,서울 성동구,축산물,,20080502,,마장동
BD59CF16DF,서울 성동구 마조로1가길 13.,on****,,서울 성동구,호프/맥주,한양대,20101014,,한양대
6A2D56434E,서울 성동구 마조로1가길 14.,도담**,치킨13,서울 성동구,치킨,한양대,20160509,20230911.0,한양대
FDC922ABCE,서울 성동구 마조로1가길 17.,라*,,서울 성동구,카페,한양대,20150409,,한양대
36D30C9B49,서울 성동구 마조로3가길 19.,왕가**,,서울 성동구,한식-육류/고기,한양대,20040409,,한양대
CA5F53A33F,서울 성동구 마조로3가길 25.,왕십***,,서울 성동구,백반/가정식,한양대,20240424,,한양대
C1259FB5AB,서울 성동구 마조로3가길 25.,니캉**,,서울 성동구,한식-육류/고기,한양대,20081118,,한양대
520511D96C,서울 성동구 마조로3가길 27.,서울***,,서울 성동구,한식-육류/고기,한양대,20070227,,한양대
3C9076A1D4,서울 성동구 마조로5길 4-10.,쇼*,,서울 성동구,이자카야,한양대,20080626,,한양대
9DB801DF04,서울 성동구 마조로5길 4-11.,삼팔****,,서울 성동구,포장마차,한양대,20090602,,한양대
6A6C827737,서울 성동구 마조로5길 4-16.,오투***,,서울 성동구,요리주점,한양대,20110315,,한양대
5F6C91EC8E,서울 성동구 마조로5길 4-16.,별이*******,,서울 성동구,한식-단품요리일반,한양대,20121016,,한양대
76B71D3DF0,서울 성동구 무학로2길 42-1.,껍데**,,서울 성동구,한식-육류/고기,왕십리,20130708,,왕십리
5FC828374B,서울 성동구 무학봉15가길 7.,한마***,,서울 성동구,한식-육류/고기,,20110418,,왕십리
B94F386154,서울 성동구 무학봉15길 11-1,장수***,,서울 성동구,건강원,왕십리,20080813,,왕십리
2716FFD10A,서울 성동구 상원12길 20-14.,소울*************************,,서울 성동구,커피전문점,뚝섬,20171120,,뚝섬
06A87DAA45,서울 성동구 서울숲2길 46-9.,푸르******,,서울 성동구,카페,뚝섬,20190823,,성수
DDCEC53100,서울 성동구 서울숲2길 46-9.,푸르****,,서울 성동구,한식-육류/고기,뚝섬,20130603,,성수
42334BE576,서울 성동구 서울숲4길 20-1.,베로******,,서울 성동구,양식,풍산지구,20230117,,성수
149A2FAFF2,서울 성동구 서울숲4길 22-1.,페이***,,서울 성동구,양식,뚝섬,20111004,,성수
2B0A1A657D,서울 성동구 서울숲4길 22-7.,언와**********,,서울 성동구,일식당,뚝섬,20220107,,성수
DE28615258,서울 성동구 성덕정15길 6-9.,서울**,,서울 성동구,한식-육류/고기,성수,20140113,,성수
9B88CEAD32,서울 성동구 성덕정17길 3-1.,곱씹****,,서울 성동구,한식-단품요리일반,성수,20160105,,성수
0F62D2C2CF,서울 성동구 성덕정17길 4-1.,우돈**,,서울 성동구,한식-육류/고기,성수,20080411,,성수
94F3CA422B,서울 성동구 성덕정17길 8-1.,성수**,,서울 성동구,백반/가정식,성수,20180706,,성수
9AC64E44C1,서울 성동구 성덕정길 146-1.,삼미**,,서울 성동구,백반/가정식,,20160412,,송정동
